id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia
464;2021-11-06T11:33:14Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Psicología;Universidad Pública;Uruguay;NA;Relación de Dependencia;Educación;251 - 500;Nacional;2;Gerente;Plazo Fijo;Full time;Generalista;1;10;10;14;120000;Horarios flexibles, Gimnasio, Seguro de vida (adicionales a los de ley), Medio aguinaldo extra, día del cumpleaños libre, días s;No recibo bono;2 ajustes;4;Julio;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Recursos Humanos;No;0;1;Sí, activamente;Trabajo remoto;NA;Personas;No;De acuerdo;0.6;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;Si;No;Presencial 100%;Ya volvimos 100%;Del empleado;No aplica;Presencial;Algo insatisfecho;3
465;2021-11-06T11:36:36Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;51 - 100;Multinacional;1;HRBP;Indeterminado;Full time;Generalista;0;0;0;7;220000;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Posgrados;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Talento Humano;Si;0.3;4;No estoy buscando cambiar;Vacaciones extra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
466;2021-11-06T11:47:00Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Tecnologías de información;501 - 1.000;Multinacional;18;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;2;68000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Comedor / Almuerzos, Home office, Idiomas, Reintegros en capacitación;No recibo bono;3 o más ajustes;39;Octubre;Si, en emprendimiento relacionado con RRHH;Green House;People;Si;0.7;5;No,  pero escucho ofertas;Horarios flexibles y sueldos híbridos (porcentaje en pesos y en dólares);Por qué llevaba tanto tiempo de novia siendo tan chica (tenía 25 años);Confianza;No;Totalmente de acuerdo;0.5;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No esta definido;De la empresa;A elección de cada empleado;Mixta;Algo satisfecho;5
467;2021-11-06T11:53:26Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Entre Ríos;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;5;Analista;Indeterminado;Part time;Generalista;0;0;0;0;87000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Comedor / Almuerzos, Home office, Idiomas;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;Si;0.3;5;No estoy buscando cambiar;Bonos;Cómo vas a trabajar teniendo hijos?;Cuidado;No;Totalmente de acuerdo;0.1;Totalmente en desacuerdo;Visual;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No aplica;Del empleado;A elección de cada empleado;Mixta;Muy satisfecho;5
468;2021-11-06T12:06:48Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Multinacional;5;HRBP;Indeterminado;Full time;Generalista;0;1;4;5;107100;Medicina prepaga / Plan de salud, Abono de celular, Abono de internet, Gimnasio, Home office, Seguro de vida (adicionales a los de ley);Un sueldo;2 ajustes;39;Diciembre;No;Enlatado propio;Recursos Humanos;No;0.3;3;No,  pero escucho ofertas;"Tarjeta de almuerzo; ingles in company; viernes flex; dias adicionales de vacaciones";NA;NA;No;De acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Diciembre 2021;De la empresa;3 días;Mixta;Muy instatisfecho;2
469;2021-11-06T12:08:17Z;Mujer cis;25 - 30;Universitario en curso;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;101 - 250;Multinacional;15;Supervisor;Indeterminado;Full time;Reclutamiento y selección;7;5;1;5;275000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office, Reintegro en electricidad, Reintegros en capacitación;Dos sueldos;2 ajustes;65;Octubre;No;Dayforce;People & Culture / Talento y Cultura;Si;0.9;3;Sí, activamente;Reintegros en salud o acrividades educativas de cualquier tipo. Descuentos en universidades. Almuerzo cubierto.;Siempre que me preguntan por mi pareja y sus actividades me parece incómodo. No evaluan mis capacidades.;Intensidad;No;Totalmente de acuerdo;0.9;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;Remoto 100%;No aplica;De la empresa;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;4
470;2021-11-06T13:16:27Z;Hombre cis;25 - 30;Universitario completo;Estadística;Universidad Pública;Perú;NA;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;101 - 250;Nacional;8;Administrativo;Indeterminado;Full time;Administración de personal;2;2;4;5;1800;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;No;0;2;Sí, activamente;Bonos por productividad, utilidades;No;Humanidad;No;Totalmente de acuerdo;0.4;De acuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Algo satisfecho;3
471;2021-11-06T14:04:46Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;La Rioja;Relación de Dependencia;Otros;101 - 250;Nacional;10;Analista;Plata permanente;Part time;Formulación de proyectos;0;14;1;2;70000;Medicina prepaga / Plan de salud, Préstamos;No recibo bono;No tuve ajustes;50;NA;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Oficina de Personal;No;NA;1;No,  pero escucho ofertas;Más libertad de trabajo;Si mí hijo de 5 meses era un problema para mí;Burócratas;No;De acuerdo;0.7;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;Si;No;Mixto;Noviembre 2021;De común acuerdo;No aplica;Mixta;Algo satisfecho;3
472;2021-11-06T15:03:37Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Entre Ríos;Relación de Dependencia;Comercio;101 - 250;Nacional;2;Jefe;Indeterminado;Full time;Generalista;15;0;0;3;100000;Tarjeta de descuento, Combustible, Comedor / Almuerzos, Gimnasio;No recibo bono;2 ajustes;20;Diciembre;No;Enlatado propio;Recursos Humanos;No;0;4;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
473;2021-11-06T15:18:41Z;Mujer cis;31 - 35;Universitario abandonado;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Otros;5.001 - 10.000;Nacional;130;Coordinadora;Indeterminado;Full time;Generalista;0;8;6;12;114000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Comedor / Almuerzos, Frutas y snacks, Reintegro de Guarderia;Dos sueldos;3 o más ajustes;35;Octubre;No;SAP / SuccessFactors;Recursos Humanos;No;0;3;Sí, activamente;Home office;NA;Servicio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
474;2021-11-06T15:54:48Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;251 - 500;Nacional;5;Analista;Indeterminado;Full time;Generalista;2;2;0;10;110000;Medicina prepaga / Plan de salud, Home office, 5 días libres al año, día de cunpleaños libre;No recibo bono;2 ajustes;50;Septiembre;No;Bamboo HR;People;Si;0.5;4;No,  pero escucho ofertas;Trabajo remoto 100%, horarios flexibles o trabajar part-time, vacaciones extendidas;De qué signo soy;Incoherente;No;Totalmente de acuerdo;0.8;Totalmente de acuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No esta definido;De la empresa;3 días;Mixta;Muy instatisfecho;5
476;2021-11-06T22:14:52Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;251 - 500;Nacional;2;Analista;Indeterminado;Full time;Generalista;0;0;0;1;70000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;9;Octubre;No;Bejerman;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Home office, bono;Si tengo pensado tener hijos;Indispensable;No;De acuerdo;0.5;En desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;3
477;2021-11-07T09:05:24Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;101 - 250;Multinacional;9;Jefe;Indeterminado;Full time;Generalista;5;14;13;13;215000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Gimnasio, Idiomas;Dos sueldos;2 ajustes;40;Septiembre;No;No tenemos sistema de gestión;Capital Humano;No;0.1;3;Sí, activamente;Capacitación y desarrollo profesional - cuponera de descuentos;¿Usas ropa deportiva para ir al gimnasio?;Superhéroes;Si;De acuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;Si;Voy rotando entre la oficina y el teletrabajo;Mixto;Noviembre 2021;De la empresa;2 días;No hubo ingresos;Algo satisfecho;4
478;2021-11-07T11:17:15Z;Mujer cis;36 - 40;Maestría en curso;Ingeniería;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;101 - 250;Nacional;2;Responsable;Indeterminado;Full time;Generalista;230;5;2;3;124000;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;42;Octubre;No;Gecom;Capital Humano;No;0;3;No,  pero escucho ofertas;Flexibilidad horario, Home Office;Cómo me siento en un país diferente;Relación humana;No;Totalmente de acuerdo;0.7;Totalmente de acuerdo;No tengo ninguna discapacidad;No;Si;Voy rotando entre la oficina y el teletrabajo;Presencial 100%;Marzo 2022 en adelante;De común acuerdo;No aplica;Presencial;Algo satisfecho;5
479;2021-11-07T13:00:38Z;Mujer cis;31 - 35;Secundario completo;No estudié en la Universidad;No estudié en la Universidad;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;251 - 500;Multinacional;100;Analista;Indeterminado;Full time;Administración de personal;0;6;4;8;107000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Home office, Seguro de vida (adicionales a los de ley);Dos sueldos;2 ajustes;17;Septiembre;No;Meta4;Capital Humano;No;0.2;2;Sí, activamente;Convenios y descuentos para esparcimiento;NA;Acompañamiento;No;Ni de acuerdo ni en desacuerdo;0.1;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;En evaluación;Marzo 2022 en adelante;No aplica;No aplica;Teletrabajo;Algo insatisfecho;3
480;2021-11-07T13:02:29Z;Mujer cis;25 - 30;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Perú;NA;Relación de Dependencia;Otros;101 - 250;Multinacional;2;Jefe;Indeterminado;Full time;Generalista;0;1;1;7;8000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Dos sueldos;1 solo;2.5;Marzo;Si, en emprendimiento relacionado con RRHH;Workday;People;Si;0.2;5;No,  pero escucho ofertas;Viajes u oportunidad en el exterior;NA;Pasión;No;Totalmente de acuerdo;0.2;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Marzo 2022 en adelante;De la empresa;A elección de cada empleado;Teletrabajo;Muy instatisfecho;5
481;2021-11-07T13:22:38Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Contador Público;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;501 - 1.000;Nacional;17;Responsable;Indeterminado;Full time;Coordinación de Procesos de Liquidación;2;4;4;14;188000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Préstamos, Descuentos productos propios y de terceros;Dos sueldos;3 o más ajustes;38;Julio;No;SAP / SuccessFactors;Area de Personas;No;0.1;4;No,  pero escucho ofertas;Estacionamiento y reintegro de gastos por home office;No seleccionarme para una petrolera porque haciendo tratamiento de fertilidad quedaba embarazada de un día al otro. Contexto llevaba 11 años de busqueda;Administrar el recurso mas sensible de la compañía;No;Ni de acuerdo ni en desacuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;Si;Si;Mixto;Ya volvimos 100%;De la empresa;3 días;Mixta;Muy satisfecho;5
482;2021-11-07T15:08:33Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;1.001 - 2.500;Multinacional;9;HRBP;Indeterminado;Full time;Administración de personal;1;0;0;3;65000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office;No recibo bono;2 ajustes;32;Octubre;No;SAP / SuccessFactors;Recursos Humanos;Si;0.2;3;Sí, activamente;Bonos, capacitación en idiomas y posibilidad de trabajo remoto;Ninguna;Clima;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
483;2021-11-07T15:51:43Z;Hombre cis;25 - 30;Universitario en curso;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;50;Administrativo;Contractor (para otros países);Full time;Compliance;0;0;0;0;180000;Horarios flexibles, Home office;No recibo bono;No tuve ajustes;0;NA;No;Bamboo HR;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
484;2021-11-07T18:54:28Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;101 - 250;Multinacional;5;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;5;165000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Charter / Servicio de transporte, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegros en capacitación;Un sueldo;2 ajustes;60;Octubre;No;Enlatado propio;Recursos Humanos;No;0.2;5;No estoy buscando cambiar;Reintegro de servicio de Internet;NA;Apoyo;No;Totalmente de acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No esta definido;De común acuerdo;4 días;Mixta;Muy instatisfecho;5
485;2021-11-07T19:26:32Z;Hombre cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Pública;Uruguay;NA;Relación de Dependencia;Industria metalúrgica, metalmecánica;101 - 250;Multinacional;2;Jefe;Plazo Fijo;Full time;Generalista;1;3;3;6;139500;Abono de celular, Combustible, Comedor / Almuerzos, Idiomas, Reintegros en capacitación;No recibo bono;1 solo;3;Enero;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
486;2021-11-07T22:14:51Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Textiles, vestido, cuero, calzado;101 - 250;Nacional;2;Analista;Indeterminado;Full time;Administración de personal;0;0;0;9;115000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;7;Julio;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;2;Sí, activamente;Modalidad mixta, comedor y estacionamiento;Ninguna;Empatía;No;Ni de acuerdo ni en desacuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo insatisfecho;3
488;2021-11-07T23:49:20Z;Mujer cis;25 - 30;Maestría completa;Psicología;Universidad Privada;Panamá;NA;Relación de Dependencia;Servicios financieros seguros;1.001 - 2.500;Multinacional;18;Analista;Indeterminado;Full time;Generalista;0;4;2;5;1785;Medicina prepaga / Plan de salud, Seguro de vida (adicionales a los de ley);No recibo bono;1 solo;0.02;Abril;No;Workday;Recursos Humanos;Si;0.3;4;Sí, activamente;Más capacitaciones;NA;Integral;Si;Ni de acuerdo ni en desacuerdo;0.4;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No esta definido;De la empresa;A elección de cada empleado;Mixta;No aplica / Prefiero no responder;4
489;2021-11-08T08:49:07Z;Hombre cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Servicios de consultoría;2.501 - 5.000;Multinacional;6;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;5;125000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office, Idiomas;No recibo bono;No tuve ajustes;0;NA;No;Enlatado propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
490;2021-11-08T10:50:10Z;Hombre cis;36 - 40;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);5.001 - 10.000;Nacional;0;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;9;9;0;112000;No tengo beneficios adicionales;Dos sueldos;1 solo;36;Septiembre;No;RH Pro;DPTO LIQUIDACION;No;0;1;Sí, activamente;PREPAGA-HORARIO FLEXIBLE;NO RECUERDO;SIN DESARROLLO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
491;2021-11-08T11:11:31Z;Hombre cis;25 - 30;Diplomado de posgrado completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;15;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;1;1;5;137977;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Home office, Idiomas, Yoga;No recibo bono;3 o más ajustes;46;Octubre;No;Finnegans;Son 2 áreas: Talento y Cultura (HR general) y Academia (capacitación);No;0;4;No,  pero escucho ofertas;Más vacaciones, reintegro por almuerzo y capacitaciones y bonos;NA;NA;No;De acuerdo;0.1;De acuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No esta definido;De la empresa;3 días;Mixta;Muy satisfecho;3
492;2021-11-08T11:20:56Z;Hombre cis;31 - 35;Universitario completo;Ciencia Política;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Servicios financieros seguros;1.001 - 2.500;Nacional;21;HRBP;Indeterminado;Full time;Generalista;0;2;2;8;210000;Tarjeta de descuento, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office, Préstamos;Un sueldo;3 o más ajustes;40;Octubre;No;SAP / SuccessFactors;Personas & Bienestar;No;0;4;No,  pero escucho ofertas;Idiomas, bonos por proyectos, dolarización del salario;Una vez me pidieron que haga un chiste;Interpretación;No;Ni de acuerdo ni en desacuerdo;0.2;De acuerdo;No tengo ninguna discapacidad;Si;No;NA;NA;NA;NA;NA;NA;NA;NA
493;2021-11-08T15:09:51Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Comercio;51 - 100;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;0;0;8;90000;Comedor / Almuerzos;No recibo bono;No tuve ajustes;47;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;3;Sí, activamente;NA;NA;Equilibrio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
495;2021-11-08T17:18:40Z;Hombre cis;41 - 45;Maestría en curso;Comunicación;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;3;Jefe;Indeterminado;Full time;Capacitación y desarrollo;2;1;1;16;200000;Home office, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;30;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Relaciones Humanas;No;0;3;No,  pero escucho ofertas;100% remoto;¿Por qué estudié comunicación para trabajar en recursos humanos?;Servicio;Si;Ni de acuerdo ni en desacuerdo;0;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;Si;Si;En evaluación;Enero 2022;De común acuerdo;3 días;Teletrabajo;Algo insatisfecho;4
496;2021-11-08T22:31:16Z;Mujer cis;25 - 30;Diplomado de posgrado completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;2;Tech Recruiter;Contractor (para otros países);Full time;Reclutamiento y selección;0;0;0;2;117000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;Freshteam;People;Si;0.3;5;No,  pero escucho ofertas;PTO, computadora incluida, paquete de bienvenida,;NA;Personas;No;De acuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;No;Si;Remoto 100%;No aplica;No aplica;No aplica;Teletrabajo;No aplica / Prefiero no responder;5
497;2021-11-08T22:42:47Z;Mujer cis;25 - 30;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;1000;Analista;Plazo Fijo;Full time;Gestión de expatriados;0;3;3;3;100009;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Reintegro en electricidad;Menos de un sueldo;3 o más ajustes;74;Octubre;No;Workday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
498;2021-11-08T22:57:52Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;5.001 - 10.000;Multinacional;50;Administrativo;Indeterminado;Full time;Administración de personal;0;3;0;3;98000;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Home office, Reintegro en electricidad;No recibo bono;1 solo;15;Octubre;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si;0;4;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
499;2021-11-09T08:34:20Z;Hombre cis;46 - 50;Diplomado de posgrado completo;Abogacía;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;251 - 500;Multinacional;5;Gerente;Indeterminado;Full time;Generalista;5;3;3;13;500000;Medicina prepaga / Plan de salud, Abono de celular, Combustible, Comedor / Almuerzos, Préstamos, Auto corporativo;Tres sueldos o más;2 ajustes;37;Octubre;No;Workday;Recursos humanos y organización;Si;0.2;4;No,  pero escucho ofertas;Remuneración en usd. Descuentos en comercios adheridos;NA;Espíritu;No;Totalmente de acuerdo;0.3;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;No;En evaluación;Ya volvimos 100%;De común acuerdo;1 día;Teletrabajo;Algo satisfecho;5
500;2021-11-09T08:35:25Z;Hombre cis;41 - 45;Universitario abandonado;Contador Público;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);51 - 100;Nacional;1;Jefe;Indeterminado;Full time;Administración de personal;38;18;9;14;180000;Abono de celular, Abono de internet, Comedor / Almuerzos, Home office, Reintegros en capacitación;No recibo bono;3 o más ajustes;45;Julio;No;Enlatado propio;Oficina de Personal;No;0;4;No estoy buscando cambiar;Horario flexoble;Te afeitarías la barba en caso de quedar seleccionado? (esto fué hace muchos años);Alineación;No;De acuerdo;0;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;Si;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;No aplica / Prefiero no responder;5
501;2021-11-09T08:46:40Z;Mujer cis;31 - 35;Universitario abandonado;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Corrientes;Relación de Dependencia;Otros;101 - 250;Nacional;4;Responsable;Indeterminado;Full time;Capacitación y desarrollo;0;4;4;8;80000;Equipamiento ergonómico de teletrabajo, Reintegros en capacitación;Menos de un sueldo;2 ajustes;10;Noviembre;Si, en emprendimiento relacionado con RRHH;Enlatado propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
502;2021-11-09T08:48:32Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Corrientes;Relación de Dependencia;Comercio;101 - 250;Nacional;2;Responsable;Indeterminado;Full time;Diseño organizacional;1;3;3;5;170000;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Posgrados;No recibo bono;No tuve ajustes;18;Octubre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Vacaciones extendidas;De qué religión era;Gestión;No;Totalmente de acuerdo;0;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Muy instatisfecho;3
